# Paper classes generated at the trusted tier.
# Written by the generator. The runtime authorises against this
# by exact name, so a class merely sharing a simple name with one
# of these is not one of these.
#
# One line per type: the Paper class, a tab, and the Aussom class
# it is reachable as. The two differ where Paper reuses a simple
# name, since Aussom has no packages. Both columns come from the
# same map the modules were named from, so the manifest cannot
# disagree with what was written.
com.destroystokyo.paper.MaterialSetTag	MaterialSetTag
org.bukkit.entity.Snowman	Snowman
org.bukkit.entity.SpawnCategory	SpawnCategory
org.bukkit.entity.SpectralArrow	SpectralArrow
org.bukkit.entity.Spellcaster	Spellcaster
org.bukkit.entity.Spider	Spider
org.bukkit.entity.SplashPotion	SplashPotion
org.bukkit.entity.Squid	Squid
org.bukkit.entity.Steerable	Steerable
org.bukkit.entity.Stray	Stray
org.bukkit.entity.Strider	Strider
org.bukkit.entity.SulfurCube	SulfurCube
org.bukkit.entity.TNTPrimed	TNTPrimed
org.bukkit.entity.Tadpole	Tadpole
org.bukkit.entity.Tameable	Tameable
org.bukkit.entity.TextDisplay	TextDisplay
org.bukkit.entity.ThrowableProjectile	ThrowableProjectile
org.bukkit.entity.ThrownExpBottle	ThrownExpBottle
org.bukkit.entity.ThrownPotion	ThrownPotion
org.bukkit.entity.TippedArrow	TippedArrow
org.bukkit.entity.TraderLlama	TraderLlama
org.bukkit.entity.Trident	Trident
org.bukkit.entity.TropicalFish	TropicalFish
org.bukkit.entity.Turtle	Turtle
org.bukkit.entity.Vehicle	Vehicle
org.bukkit.entity.Vex	Vex
org.bukkit.entity.Villager	Villager
org.bukkit.entity.Vindicator	Vindicator
org.bukkit.entity.WanderingTrader	WanderingTrader
org.bukkit.entity.Warden	Warden
org.bukkit.entity.WaterMob	WaterMob
org.bukkit.entity.WindCharge	WindCharge
org.bukkit.entity.Witch	Witch
org.bukkit.entity.Wither	Wither
org.bukkit.entity.WitherSkeleton	WitherSkeleton
org.bukkit.entity.WitherSkull	WitherSkull
org.bukkit.entity.Wolf	Wolf
org.bukkit.entity.Zoglin	Zoglin
org.bukkit.entity.Zombie	Zombie
org.bukkit.entity.ZombieHorse	ZombieHorse
org.bukkit.entity.ZombieNautilus	ZombieNautilus
org.bukkit.entity.ZombieVillager	ZombieVillager
org.bukkit.entity.boat.AcaciaBoat	AcaciaBoat
org.bukkit.entity.boat.AcaciaChestBoat	AcaciaChestBoat
org.bukkit.entity.boat.BambooChestRaft	BambooChestRaft
org.bukkit.entity.boat.BambooRaft	BambooRaft
org.bukkit.entity.boat.BirchBoat	BirchBoat
org.bukkit.entity.boat.BirchChestBoat	BirchChestBoat
org.bukkit.entity.boat.CherryBoat	CherryBoat
org.bukkit.entity.boat.CherryChestBoat	CherryChestBoat
org.bukkit.entity.boat.DarkOakBoat	DarkOakBoat
org.bukkit.entity.boat.DarkOakChestBoat	DarkOakChestBoat
org.bukkit.entity.boat.JungleBoat	JungleBoat
org.bukkit.entity.boat.JungleChestBoat	JungleChestBoat
org.bukkit.entity.boat.MangroveBoat	MangroveBoat
org.bukkit.entity.boat.MangroveChestBoat	MangroveChestBoat
org.bukkit.entity.boat.OakBoat	OakBoat
org.bukkit.entity.boat.OakChestBoat	OakChestBoat
org.bukkit.entity.boat.PaleOakBoat	PaleOakBoat
org.bukkit.entity.boat.PaleOakChestBoat	PaleOakChestBoat
org.bukkit.entity.boat.SpruceBoat	SpruceBoat
org.bukkit.entity.boat.SpruceChestBoat	SpruceChestBoat
org.bukkit.entity.memory.MemoryKey	MemoryKey
org.bukkit.entity.minecart.CommandMinecart	CommandMinecart
org.bukkit.entity.minecart.ExplosiveMinecart	ExplosiveMinecart
org.bukkit.entity.minecart.HopperMinecart	HopperMinecart
org.bukkit.entity.minecart.PoweredMinecart	PoweredMinecart
org.bukkit.entity.minecart.RideableMinecart	RideableMinecart
org.bukkit.entity.minecart.SpawnerMinecart	SpawnerMinecart
org.bukkit.entity.minecart.StorageMinecart	StorageMinecart
org.bukkit.event.Cancellable	Cancellable
org.bukkit.event.Event	Event
org.bukkit.event.EventException	EventException
org.bukkit.event.EventHandler	EventHandler
org.bukkit.event.EventPriority	EventPriority
org.bukkit.event.block.Action	Action
org.bukkit.event.block.BellResonateEvent	BellResonateEvent
org.bukkit.event.block.BellRingEvent	BellRingEvent
org.bukkit.event.block.BlockBreakEvent	BlockBreakEvent
org.bukkit.event.block.BlockBurnEvent	BlockBurnEvent
org.bukkit.event.block.BlockCanBuildEvent	BlockCanBuildEvent
org.bukkit.event.block.BlockCookEvent	BlockCookEvent
org.bukkit.event.block.BlockDamageAbortEvent	BlockDamageAbortEvent
org.bukkit.event.block.BlockDamageEvent	BlockDamageEvent
org.bukkit.event.block.BlockDispenseArmorEvent	BlockDispenseArmorEvent
org.bukkit.event.block.BlockDispenseEvent	BlockDispenseEvent
org.bukkit.event.block.BlockDispenseLootEvent	BlockDispenseLootEvent
org.bukkit.event.block.BlockDropItemEvent	BlockDropItemEvent
org.bukkit.event.block.BlockEvent	BlockEvent
org.bukkit.event.block.BlockExpEvent	BlockExpEvent
org.bukkit.event.block.BlockExplodeEvent	BlockExplodeEvent
org.bukkit.event.block.BlockFadeEvent	BlockFadeEvent
org.bukkit.event.block.BlockFertilizeEvent	BlockFertilizeEvent
org.bukkit.event.block.BlockFormEvent	BlockFormEvent
org.bukkit.event.block.BlockFromToEvent	BlockFromToEvent
org.bukkit.event.block.BlockGrowEvent	BlockGrowEvent
org.bukkit.event.block.BlockIgniteEvent	BlockIgniteEvent
org.bukkit.event.block.BlockMultiPlaceEvent	BlockMultiPlaceEvent
org.bukkit.event.block.BlockPhysicsEvent	BlockPhysicsEvent
org.bukkit.event.block.BlockPistonEvent	BlockPistonEvent
org.bukkit.event.block.BlockPistonExtendEvent	BlockPistonExtendEvent
org.bukkit.event.block.BlockPistonRetractEvent	BlockPistonRetractEvent
org.bukkit.event.block.BlockPlaceEvent	BlockPlaceEvent
org.bukkit.event.block.BlockReceiveGameEvent	BlockReceiveGameEvent
org.bukkit.event.block.BlockRedstoneEvent	BlockRedstoneEvent
org.bukkit.event.block.BlockShearEntityEvent	BlockShearEntityEvent
org.bukkit.event.block.BlockSpreadEvent	BlockSpreadEvent
org.bukkit.event.block.BrewingStartEvent	BrewingStartEvent
org.bukkit.event.block.CampfireStartEvent	CampfireStartEvent
org.bukkit.event.block.CauldronLevelChangeEvent	CauldronLevelChangeEvent
org.bukkit.event.block.CrafterCraftEvent	CrafterCraftEvent
org.bukkit.event.block.EntityBlockFormEvent	EntityBlockFormEvent
org.bukkit.event.block.FluidLevelChangeEvent	FluidLevelChangeEvent
org.bukkit.event.block.InventoryBlockStartEvent	InventoryBlockStartEvent
org.bukkit.event.block.LeavesDecayEvent	LeavesDecayEvent
org.bukkit.event.block.MoistureChangeEvent	MoistureChangeEvent
org.bukkit.event.block.NotePlayEvent	NotePlayEvent
org.bukkit.event.block.SculkBloomEvent	SculkBloomEvent
org.bukkit.event.block.SignChangeEvent	SignChangeEvent
org.bukkit.event.block.SpongeAbsorbEvent	SpongeAbsorbEvent
org.bukkit.event.block.TNTPrimeEvent	TNTPrimeEvent
org.bukkit.event.block.VaultDisplayItemEvent	VaultDisplayItemEvent
org.bukkit.event.command.UnknownCommandEvent	UnknownCommandEvent
org.bukkit.event.enchantment.EnchantItemEvent	EnchantItemEvent
org.bukkit.event.enchantment.PrepareItemEnchantEvent	PrepareItemEnchantEvent
org.bukkit.event.entity.AreaEffectCloudApplyEvent	AreaEffectCloudApplyEvent
org.bukkit.event.entity.ArrowBodyCountChangeEvent	ArrowBodyCountChangeEvent
org.bukkit.event.entity.BatToggleSleepEvent	BatToggleSleepEvent
org.bukkit.event.entity.CreatureSpawnEvent	CreatureSpawnEvent
org.bukkit.event.entity.CreeperPowerEvent	CreeperPowerEvent
org.bukkit.event.entity.EnderDragonChangePhaseEvent	EnderDragonChangePhaseEvent
org.bukkit.event.entity.EntityAirChangeEvent	EntityAirChangeEvent
org.bukkit.event.entity.EntityBreakDoorEvent	EntityBreakDoorEvent
org.bukkit.event.entity.EntityBreedEvent	EntityBreedEvent
org.bukkit.event.entity.EntityChangeBlockEvent	EntityChangeBlockEvent
org.bukkit.event.entity.EntityCombustByBlockEvent	EntityCombustByBlockEvent
org.bukkit.event.entity.EntityCombustByEntityEvent	EntityCombustByEntityEvent
org.bukkit.event.entity.EntityCombustEvent	EntityCombustEvent
org.bukkit.event.entity.EntityCreatePortalEvent	EntityCreatePortalEvent
org.bukkit.event.entity.EntityDamageByBlockEvent	EntityDamageByBlockEvent
org.bukkit.event.entity.EntityDamageByEntityEvent	EntityDamageByEntityEvent
org.bukkit.event.entity.EntityDamageEvent	EntityDamageEvent
org.bukkit.event.entity.EntityDeathEvent	EntityDeathEvent
org.bukkit.event.entity.EntityDismountEvent	EntityDismountEvent
org.bukkit.event.entity.EntityDropItemEvent	EntityDropItemEvent
org.bukkit.event.entity.EntityEnterBlockEvent	EntityEnterBlockEvent
org.bukkit.event.entity.EntityEnterLoveModeEvent	EntityEnterLoveModeEvent
org.bukkit.event.entity.EntityEvent	EntityEvent
org.bukkit.event.entity.EntityExhaustionEvent	EntityExhaustionEvent
org.bukkit.event.entity.EntityExplodeEvent	EntityExplodeEvent
org.bukkit.event.entity.EntityInteractEvent	EntityInteractEvent
org.bukkit.event.entity.EntityKnockbackByEntityEvent	EntityKnockbackByEntityEvent
org.bukkit.event.entity.EntityKnockbackEvent	EntityKnockbackEvent
org.bukkit.event.entity.EntityMountEvent	EntityMountEvent
org.bukkit.event.entity.EntityPickupItemEvent	EntityPickupItemEvent
org.bukkit.event.entity.EntityPlaceEvent	EntityPlaceEvent
org.bukkit.event.entity.EntityPortalEnterEvent	EntityPortalEnterEvent
org.bukkit.event.entity.EntityPortalEvent	EntityPortalEvent
org.bukkit.event.entity.EntityPortalExitEvent	EntityPortalExitEvent
org.bukkit.event.entity.EntityPoseChangeEvent	EntityPoseChangeEvent
org.bukkit.event.entity.EntityPotionEffectEvent	EntityPotionEffectEvent
org.bukkit.event.entity.EntityRegainHealthEvent	EntityRegainHealthEvent
org.bukkit.event.entity.EntityRemoveEvent	EntityRemoveEvent
org.bukkit.event.entity.EntityResurrectEvent	EntityResurrectEvent
org.bukkit.event.entity.EntityShootBowEvent	EntityShootBowEvent
org.bukkit.event.entity.EntitySpawnEvent	EntitySpawnEvent
org.bukkit.event.entity.EntitySpellCastEvent	EntitySpellCastEvent
org.bukkit.event.entity.EntityTameEvent	EntityTameEvent
org.bukkit.event.entity.EntityTargetEvent	EntityTargetEvent
org.bukkit.event.entity.EntityTargetLivingEntityEvent	EntityTargetLivingEntityEvent
org.bukkit.event.entity.EntityTeleportEvent	EntityTeleportEvent
org.bukkit.event.entity.EntityToggleGlideEvent	EntityToggleGlideEvent
org.bukkit.event.entity.EntityToggleSwimEvent	EntityToggleSwimEvent
org.bukkit.event.entity.EntityTransformEvent	EntityTransformEvent
org.bukkit.event.entity.EntityUnleashEvent	EntityUnleashEvent
org.bukkit.event.entity.ExpBottleEvent	ExpBottleEvent
org.bukkit.event.entity.ExplosionPrimeEvent	ExplosionPrimeEvent
org.bukkit.event.entity.FireworkExplodeEvent	FireworkExplodeEvent
org.bukkit.event.entity.FoodLevelChangeEvent	FoodLevelChangeEvent
org.bukkit.event.entity.HorseJumpEvent	HorseJumpEvent
org.bukkit.event.entity.ItemDespawnEvent	ItemDespawnEvent
org.bukkit.event.entity.ItemMergeEvent	ItemMergeEvent
org.bukkit.event.entity.ItemSpawnEvent	ItemSpawnEvent
org.bukkit.event.entity.LingeringPotionSplashEvent	LingeringPotionSplashEvent
org.bukkit.event.entity.PigZapEvent	PigZapEvent
org.bukkit.event.entity.PigZombieAngerEvent	PigZombieAngerEvent
org.bukkit.event.entity.PiglinBarterEvent	PiglinBarterEvent
org.bukkit.event.entity.PlayerDeathEvent	PlayerDeathEvent
org.bukkit.event.entity.PlayerLeashEntityEvent	PlayerLeashEntityEvent
org.bukkit.event.entity.PotionSplashEvent	PotionSplashEvent
org.bukkit.event.entity.ProjectileHitEvent	ProjectileHitEvent
org.bukkit.event.entity.ProjectileLaunchEvent	ProjectileLaunchEvent
org.bukkit.event.entity.SheepDyeWoolEvent	SheepDyeWoolEvent
org.bukkit.event.entity.SheepRegrowWoolEvent	SheepRegrowWoolEvent
org.bukkit.event.entity.SlimeSplitEvent	SlimeSplitEvent
org.bukkit.event.entity.SpawnerSpawnEvent	SpawnerSpawnEvent
org.bukkit.event.entity.StriderTemperatureChangeEvent	StriderTemperatureChangeEvent
org.bukkit.event.entity.TrialSpawnerSpawnEvent	TrialSpawnerSpawnEvent
org.bukkit.event.entity.VillagerAcquireTradeEvent	VillagerAcquireTradeEvent
org.bukkit.event.entity.VillagerCareerChangeEvent	VillagerCareerChangeEvent
org.bukkit.event.entity.VillagerReplenishTradeEvent	VillagerReplenishTradeEvent
org.bukkit.event.hanging.HangingBreakByEntityEvent	HangingBreakByEntityEvent
org.bukkit.event.hanging.HangingBreakEvent	HangingBreakEvent
org.bukkit.event.hanging.HangingEvent	HangingEvent
org.bukkit.event.hanging.HangingPlaceEvent	HangingPlaceEvent
org.bukkit.event.inventory.BrewEvent	BrewEvent
org.bukkit.event.inventory.BrewingStandFuelEvent	BrewingStandFuelEvent
org.bukkit.event.inventory.ClickType	ClickType
org.bukkit.event.inventory.CraftItemEvent	CraftItemEvent
org.bukkit.event.inventory.DragType	DragType
org.bukkit.event.inventory.FurnaceBurnEvent	FurnaceBurnEvent
org.bukkit.event.inventory.FurnaceExtractEvent	FurnaceExtractEvent
org.bukkit.event.inventory.FurnaceSmeltEvent	FurnaceSmeltEvent
org.bukkit.event.inventory.FurnaceStartSmeltEvent	FurnaceStartSmeltEvent
org.bukkit.event.inventory.HopperInventorySearchEvent	HopperInventorySearchEvent
org.bukkit.event.inventory.InventoryAction	InventoryAction
org.bukkit.event.inventory.InventoryClickEvent	InventoryClickEvent
org.bukkit.event.inventory.InventoryCloseEvent	InventoryCloseEvent
org.bukkit.event.inventory.InventoryCreativeEvent	InventoryCreativeEvent
org.bukkit.event.inventory.InventoryDragEvent	InventoryDragEvent
org.bukkit.event.inventory.InventoryEvent	InventoryEvent
org.bukkit.event.inventory.InventoryInteractEvent	InventoryInteractEvent
org.bukkit.event.inventory.InventoryMoveItemEvent	InventoryMoveItemEvent
org.bukkit.event.inventory.InventoryOpenEvent	InventoryOpenEvent
org.bukkit.event.inventory.InventoryPickupItemEvent	InventoryPickupItemEvent
org.bukkit.event.inventory.InventoryType	InventoryType
org.bukkit.event.inventory.PrepareAnvilEvent	PrepareAnvilEvent
org.bukkit.event.inventory.PrepareGrindstoneEvent	PrepareGrindstoneEvent
org.bukkit.event.inventory.PrepareInventoryResultEvent	PrepareInventoryResultEvent
org.bukkit.event.inventory.PrepareItemCraftEvent	PrepareItemCraftEvent
org.bukkit.event.inventory.PrepareSmithingEvent	PrepareSmithingEvent
org.bukkit.event.inventory.SmithItemEvent	SmithItemEvent
org.bukkit.event.inventory.TradeSelectEvent	TradeSelectEvent
org.bukkit.event.player.AsyncPlayerChatEvent	AsyncPlayerChatEvent
org.bukkit.event.player.AsyncPlayerChatPreviewEvent	AsyncPlayerChatPreviewEvent
org.bukkit.event.player.AsyncPlayerPreLoginEvent	AsyncPlayerPreLoginEvent
org.bukkit.event.player.PlayerAdvancementDoneEvent	PlayerAdvancementDoneEvent
org.bukkit.event.player.PlayerAnimationEvent	PlayerAnimationEvent
org.bukkit.event.player.PlayerAnimationType	PlayerAnimationType
org.bukkit.event.player.PlayerArmorStandManipulateEvent	PlayerArmorStandManipulateEvent
org.bukkit.event.player.PlayerAttemptPickupItemEvent	PlayerAttemptPickupItemEvent
org.bukkit.event.player.PlayerBedEnterEvent	PlayerBedEnterEvent
org.bukkit.event.player.PlayerBedLeaveEvent	PlayerBedLeaveEvent
org.bukkit.event.player.PlayerBucketEmptyEvent	PlayerBucketEmptyEvent
org.bukkit.event.player.PlayerBucketEntityEvent	PlayerBucketEntityEvent
org.bukkit.event.player.PlayerBucketEvent	PlayerBucketEvent
org.bukkit.event.player.PlayerBucketFillEvent	PlayerBucketFillEvent
org.bukkit.event.player.PlayerBucketFishEvent	PlayerBucketFishEvent
org.bukkit.event.player.PlayerChangedMainHandEvent	PlayerChangedMainHandEvent
org.bukkit.event.player.PlayerChangedWorldEvent	PlayerChangedWorldEvent
org.bukkit.event.player.PlayerChannelEvent	PlayerChannelEvent
org.bukkit.event.player.PlayerChatEvent	PlayerChatEvent
org.bukkit.event.player.PlayerChatTabCompleteEvent	PlayerChatTabCompleteEvent
org.bukkit.event.player.PlayerCommandSendEvent	PlayerCommandSendEvent
org.bukkit.event.player.PlayerDropItemEvent	PlayerDropItemEvent
org.bukkit.event.player.PlayerEditBookEvent	PlayerEditBookEvent
org.bukkit.event.player.PlayerEggThrowEvent	PlayerEggThrowEvent
org.bukkit.event.player.PlayerEvent	PlayerEvent
org.bukkit.event.player.PlayerExpChangeEvent	PlayerExpChangeEvent
org.bukkit.event.player.PlayerExpCooldownChangeEvent	PlayerExpCooldownChangeEvent
org.bukkit.event.player.PlayerFishEvent	PlayerFishEvent
org.bukkit.event.player.PlayerGameModeChangeEvent	PlayerGameModeChangeEvent
org.bukkit.event.player.PlayerHarvestBlockEvent	PlayerHarvestBlockEvent
org.bukkit.event.player.PlayerHideEntityEvent	PlayerHideEntityEvent
org.bukkit.event.player.PlayerInputEvent	PlayerInputEvent
org.bukkit.event.player.PlayerInteractAtEntityEvent	PlayerInteractAtEntityEvent
org.bukkit.event.player.PlayerInteractEntityEvent	PlayerInteractEntityEvent
org.bukkit.event.player.PlayerInteractEvent	PlayerInteractEvent
org.bukkit.event.player.PlayerItemBreakEvent	PlayerItemBreakEvent
org.bukkit.event.player.PlayerItemConsumeEvent	PlayerItemConsumeEvent
org.bukkit.event.player.PlayerItemDamageEvent	PlayerItemDamageEvent
org.bukkit.event.player.PlayerItemHeldEvent	PlayerItemHeldEvent
org.bukkit.event.player.PlayerItemMendEvent	PlayerItemMendEvent
org.bukkit.event.player.PlayerJoinEvent	PlayerJoinEvent
org.bukkit.event.player.PlayerKickEvent	PlayerKickEvent
org.bukkit.event.player.PlayerLevelChangeEvent	PlayerLevelChangeEvent
org.bukkit.event.player.PlayerLinksSendEvent	PlayerLinksSendEvent
org.bukkit.event.player.PlayerLocaleChangeEvent	PlayerLocaleChangeEvent
org.bukkit.event.player.PlayerLoginEvent	PlayerLoginEvent
org.bukkit.event.player.PlayerMoveEvent	PlayerMoveEvent
org.bukkit.event.player.PlayerPickupArrowEvent	PlayerPickupArrowEvent
org.bukkit.event.player.PlayerPickupItemEvent	PlayerPickupItemEvent
org.bukkit.event.player.PlayerPortalEvent	PlayerPortalEvent
org.bukkit.event.player.PlayerPreLoginEvent	PlayerPreLoginEvent
org.bukkit.event.player.PlayerQuitEvent	PlayerQuitEvent
org.bukkit.event.player.PlayerRecipeBookClickEvent	PlayerRecipeBookClickEvent
org.bukkit.event.player.PlayerRecipeBookSettingsChangeEvent	PlayerRecipeBookSettingsChangeEvent
org.bukkit.event.player.PlayerRecipeDiscoverEvent	PlayerRecipeDiscoverEvent
org.bukkit.event.player.PlayerRegisterChannelEvent	PlayerRegisterChannelEvent
org.bukkit.event.player.PlayerResourcePackStatusEvent	PlayerResourcePackStatusEvent
org.bukkit.event.player.PlayerRespawnEvent	PlayerRespawnEvent
org.bukkit.event.player.PlayerRiptideEvent	PlayerRiptideEvent
org.bukkit.event.player.PlayerShearEntityEvent	PlayerShearEntityEvent
org.bukkit.event.player.PlayerShowEntityEvent	PlayerShowEntityEvent
org.bukkit.event.player.PlayerSignOpenEvent	PlayerSignOpenEvent
org.bukkit.event.player.PlayerSpawnChangeEvent	PlayerSpawnChangeEvent
org.bukkit.event.player.PlayerStatisticIncrementEvent	PlayerStatisticIncrementEvent
org.bukkit.event.player.PlayerSwapHandItemsEvent	PlayerSwapHandItemsEvent
org.bukkit.event.player.PlayerTakeLecternBookEvent	PlayerTakeLecternBookEvent
org.bukkit.event.player.PlayerTeleportEvent	PlayerTeleportEvent
org.bukkit.event.player.PlayerToggleFlightEvent	PlayerToggleFlightEvent
org.bukkit.event.player.PlayerToggleSneakEvent	PlayerToggleSneakEvent
org.bukkit.event.player.PlayerToggleSprintEvent	PlayerToggleSprintEvent
org.bukkit.event.player.PlayerUnleashEntityEvent	PlayerUnleashEntityEvent
org.bukkit.event.player.PlayerUnregisterChannelEvent	PlayerUnregisterChannelEvent
org.bukkit.event.player.PlayerVelocityEvent	PlayerVelocityEvent
org.bukkit.event.raid.RaidEvent	RaidEvent
org.bukkit.event.raid.RaidFinishEvent	RaidFinishEvent
org.bukkit.event.raid.RaidSpawnWaveEvent	RaidSpawnWaveEvent
org.bukkit.event.raid.RaidStopEvent	RaidStopEvent
org.bukkit.event.raid.RaidTriggerEvent	RaidTriggerEvent
org.bukkit.event.server.BroadcastMessageEvent	BroadcastMessageEvent
org.bukkit.event.server.MapInitializeEvent	MapInitializeEvent
org.bukkit.event.server.PluginDisableEvent	PluginDisableEvent
org.bukkit.event.server.PluginEnableEvent	PluginEnableEvent
org.bukkit.event.server.PluginEvent	PluginEvent
org.bukkit.event.server.ServerEvent	ServerEvent
org.bukkit.event.server.ServerListPingEvent	ServerListPingEvent
org.bukkit.event.server.ServerLoadEvent	ServerLoadEvent
org.bukkit.event.server.ServiceEvent	ServiceEvent
org.bukkit.event.server.ServiceRegisterEvent	ServiceRegisterEvent
org.bukkit.event.server.ServiceUnregisterEvent	ServiceUnregisterEvent
org.bukkit.event.server.TabCompleteEvent	TabCompleteEvent
org.bukkit.event.vehicle.VehicleBlockCollisionEvent	VehicleBlockCollisionEvent
org.bukkit.event.vehicle.VehicleCollisionEvent	VehicleCollisionEvent
org.bukkit.event.vehicle.VehicleCreateEvent	VehicleCreateEvent
org.bukkit.event.vehicle.VehicleDamageEvent	VehicleDamageEvent
org.bukkit.event.vehicle.VehicleDestroyEvent	VehicleDestroyEvent
org.bukkit.event.vehicle.VehicleEnterEvent	VehicleEnterEvent
org.bukkit.event.vehicle.VehicleEntityCollisionEvent	VehicleEntityCollisionEvent
org.bukkit.event.vehicle.VehicleEvent	VehicleEvent
org.bukkit.event.vehicle.VehicleExitEvent	VehicleExitEvent
org.bukkit.event.vehicle.VehicleMoveEvent	VehicleMoveEvent
org.bukkit.event.vehicle.VehicleUpdateEvent	VehicleUpdateEvent
org.bukkit.event.weather.LightningStrikeEvent	LightningStrikeEvent
org.bukkit.event.weather.ThunderChangeEvent	ThunderChangeEvent
org.bukkit.event.weather.WeatherChangeEvent	WeatherChangeEvent
org.bukkit.event.weather.WeatherEvent	WeatherEvent
org.bukkit.event.world.AsyncStructureGenerateEvent	AsyncStructureGenerateEvent
org.bukkit.event.world.AsyncStructureSpawnEvent	AsyncStructureSpawnEvent
org.bukkit.event.world.ChunkEvent	ChunkEvent
org.bukkit.event.world.ChunkLoadEvent	ChunkLoadEvent
org.bukkit.event.world.ChunkPopulateEvent	ChunkPopulateEvent
org.bukkit.event.world.ChunkUnloadEvent	ChunkUnloadEvent
org.bukkit.event.world.ClockTimeSkipEvent	ClockTimeSkipEvent
org.bukkit.event.world.EntitiesLoadEvent	EntitiesLoadEvent
org.bukkit.event.world.EntitiesUnloadEvent	EntitiesUnloadEvent
org.bukkit.event.world.GenericGameEvent	GenericGameEvent
org.bukkit.event.world.LootGenerateEvent	LootGenerateEvent
org.bukkit.event.world.PortalCreateEvent	PortalCreateEvent
org.bukkit.event.world.SpawnChangeEvent	SpawnChangeEvent
org.bukkit.event.world.StructureGrowEvent	StructureGrowEvent
org.bukkit.event.world.TimeSkipEvent	TimeSkipEvent
org.bukkit.event.world.WorldEvent	WorldEvent
org.bukkit.event.world.WorldInitEvent	WorldInitEvent
org.bukkit.event.world.WorldLoadEvent	WorldLoadEvent
org.bukkit.event.world.WorldSaveEvent	WorldSaveEvent
org.bukkit.event.world.WorldUnloadEvent	WorldUnloadEvent
org.bukkit.generator.BiomeParameterPoint	BiomeParameterPoint
org.bukkit.generator.BiomeProvider	BiomeProvider
org.bukkit.generator.ChunkGenerator	ChunkGenerator
org.bukkit.generator.LimitedRegion	LimitedRegion
org.bukkit.generator.WorldInfo	WorldInfo
org.bukkit.generator.structure.GeneratedStructure	GeneratedStructure
org.bukkit.generator.structure.Structure	StructureStructure
org.bukkit.generator.structure.StructurePiece	StructurePiece
org.bukkit.generator.structure.StructureType	StructureStructureType
org.bukkit.help.GenericCommandHelpTopic	GenericCommandHelpTopic
org.bukkit.help.HelpMap	HelpMap
org.bukkit.help.HelpTopic	HelpTopic
org.bukkit.help.HelpTopicComparator	HelpTopicComparator
org.bukkit.help.HelpTopicFactory	HelpTopicFactory
org.bukkit.help.IndexHelpTopic	IndexHelpTopic
org.bukkit.inventory.AbstractHorseInventory	AbstractHorseInventory
org.bukkit.inventory.AnvilInventory	AnvilInventory
org.bukkit.inventory.ArmoredHorseInventory	ArmoredHorseInventory
org.bukkit.inventory.ArmoredMountInventory	ArmoredMountInventory
org.bukkit.inventory.ArmoredSaddledMountInventory	ArmoredSaddledMountInventory
org.bukkit.inventory.BeaconInventory	BeaconInventory
org.bukkit.inventory.BlastingRecipe	BlastingRecipe
org.bukkit.inventory.BlockInventoryHolder	BlockInventoryHolder
org.bukkit.inventory.BrewerInventory	BrewerInventory
org.bukkit.inventory.CampfireRecipe	CampfireRecipe
org.bukkit.inventory.CartographyInventory	CartographyInventory
org.bukkit.inventory.ChiseledBookshelfInventory	ChiseledBookshelfInventory
org.bukkit.inventory.ComplexRecipe	ComplexRecipe
org.bukkit.inventory.CookingRecipe	CookingRecipe
org.bukkit.inventory.CrafterInventory	CrafterInventory
org.bukkit.inventory.CraftingInventory	CraftingInventory
org.bukkit.inventory.CraftingRecipe	CraftingRecipe
org.bukkit.inventory.CreativeCategory	CreativeCategory
org.bukkit.inventory.DecoratedPotInventory	DecoratedPotInventory
org.bukkit.inventory.DoubleChestInventory	DoubleChestInventory
org.bukkit.inventory.EnchantingInventory	EnchantingInventory
org.bukkit.inventory.EntityEquipment	EntityEquipment
org.bukkit.inventory.EquipmentSlot	EquipmentSlot
org.bukkit.inventory.EquipmentSlotGroup	EquipmentSlotGroup
org.bukkit.inventory.FurnaceInventory	FurnaceInventory
org.bukkit.inventory.FurnaceRecipe	FurnaceRecipe
org.bukkit.inventory.GrindstoneInventory	GrindstoneInventory
org.bukkit.inventory.HorseInventory	HorseInventory
org.bukkit.inventory.Inventory	Inventory
org.bukkit.inventory.InventoryHolder	InventoryHolder
org.bukkit.inventory.InventoryView	InventoryView
org.bukkit.inventory.ItemCraftResult	ItemCraftResult
org.bukkit.inventory.ItemFactory	ItemFactory
org.bukkit.inventory.ItemFlag	ItemFlag
org.bukkit.inventory.ItemRarity	ItemRarity
org.bukkit.inventory.ItemStack	ItemStack
org.bukkit.inventory.ItemType	ItemType
org.bukkit.inventory.JukeboxInventory	JukeboxInventory
org.bukkit.inventory.LecternInventory	LecternInventory
org.bukkit.inventory.LlamaInventory	LlamaInventory
org.bukkit.inventory.LoomInventory	LoomInventory
org.bukkit.inventory.MainHand	MainHand
org.bukkit.inventory.MenuType	MenuType
org.bukkit.inventory.Merchant	Merchant
org.bukkit.inventory.MerchantInventory	MerchantInventory
org.bukkit.inventory.MerchantRecipe	MerchantRecipe
org.bukkit.inventory.MountInventory	MountInventory
org.bukkit.inventory.PlayerInventory	PlayerInventory
org.bukkit.inventory.Recipe	Recipe
org.bukkit.inventory.RecipeChoice	RecipeChoice
org.bukkit.inventory.SaddledHorseInventory	SaddledHorseInventory
org.bukkit.inventory.SaddledMountInventory	SaddledMountInventory
org.bukkit.inventory.ShapedRecipe	ShapedRecipe
